name,address,phone_number,lat,lng,website
Apex Heat & Air Inc.,"901 W 8th St, Coffeyville, KS 67337, USA",(620) 251-8100,37.0360129,-95.6288744,
Acellence Clinic,"208 wireless road building, Withayu road, Lumpini,, Pathumwan, แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330, Thailand",02 689 6362,13.739338,100.546497,http://www.acellenceclinic.com/
BSL Clinic ( Bangkok Skin and Laser Center),"30/8 Saladaeng Rd., Silom, Bangrak, Bangkok 10500, Thailand",02 235 8858,13.728089,100.536026,http://www.bangkokaestheticclinic.com/
Apex Profound Beauty - Siam Paragon,"241 Rama I Rd, Khwaeng Pathum Wan, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",085 700 0035,13.7473414,100.5342884,http://www.apexprofoundbeauty.com/
Siam Laser Clinic,"Center Point Of Siam Square, 264/4-6 Siam Square Soi 3, Khwaeng Pathum Wan, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",02 251 4531,13.7445988,100.5334128,
Bangkok Laser Clinic,"6 2 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",02 260 2561,13.7364687,100.5740126,http://www.bangkoklaser.com/
V Square Clinic เมเจอร์รัชโยธิน Botox Filler ร้อยไหม โบท็อกซ์ ฟิลเลอร์ ปรับรูปหน้า,"เมเจอร์รัชโยธิน ชั้น 3 ห้อง 309 เลขที่ 1839 ถนน พหลโยธิน, ลาดยาว, จตุจักร, Bangkok 10900, Thailand",091 905 7000,13.828828,100.568549,https://www.vsquareclinic.com/review/all-review/
V Square Clinic The Walk เกษตร นวมินทร์ Botox Filler ร้อยไหม โบท็อกซ์ ฟิลเลอร์,"The Walk เกษตร-นวมินทร์ C-B14 ถนนประเสริฐมนูกิจ แขวงลาดพร้าว, Ladprao, Bangkok 10230, Thailand",091 905 8000,13.828571,100.626892,https://www.vsquareclinic.com/review/all-review/
V Square Clinic ซีคอนสแควร์ Botox Filler ร้อยไหม โบท็อกซ์ ฟิลเลอร์ ปรับรูปหน้า,"ซีคอนสแควร์ ห้อง 3017 ชั้น 3 เลขที่ 55 ถนน ศรีนครินทร์ Khwaeng Nong Bon, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand",091 916 9000,13.693977,100.648462,https://www.vsquareclinic.com/
SO Clinic (Jason introduce wife Botox and filler),"1032 216 Soi Phahon Yothin 18/1, Khwaeng Chom Phon, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",02 089 0988,13.799105,100.5556545,https://instagram.com/soclinic/
Pongsak Clinic สาขาเอสพลานาด รัชดา No.1 Thermage Ulthera Botox filler ร้อยไหม กระชับช่องคลอด,"99 ชั้น M ศูนย์การค้า เอ ส พ ลา นา ด, รัชดา, ดินแดง, Bangkok 10400, Thailand",095 205 7198,13.7661269,100.5698707,https://pongsak-clinic-bangkok-esplanade.business.site/
Doctor Ton Clinic โดยแพทย์จุฬาฯ เกียรตินิยมอันดับ1 Botox Filler Thermage Ulthera โบท็อกซ์ ฟิลเลอร์ ปรับรูปหน้า,"518/4 Pracha Uthit Rd, Khwaeng Wang Thonglang, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand",098 656 3635,13.7682101,100.5971577,https://doctortonclinic.com/
Metro Bangkok Clinic | Aesthetic Treatments | Best Beauty Center in Bangkok Thailand,"Horizon Building, 8 Sukhumvit Soi 63 (Ekamai Road), phrakanong, Wattana, Bangkok 10110, Thailand",083 189 8931,13.721108,100.584712,https://www.metrobangkokclinic.com/
V Square Clinic Gateway เอกมัย Botox Filler ร้อยไหม โบท็อกซ์ ฟิลเลอร์ ปรับรูปหน้า,"Gateway เอกมัย เลขที่ 1111 ชั้น 1, 982/22 ถนน สุขุมวิท, พระโขนง, คลองเตย, Bangkok 10110, Thailand",099 005 9000,13.719028,100.585232,https://www.vsquareclinic.com/review/all-review/
V Square Clinic The Mall บางกะปิ Botox Filler ร้อยไหม โบท็อกซ์ ฟิลเลอร์ ปรับรูปหน้า,"The Mall บางกะปิ ห้อง 2B-L20 ชั้น 2 เลขที่ 3522 ถนนลาดพร้าว, คลองจั่น, บางกะปิ, Bangkok 10240, Thailand",091 903 9000,13.765598,100.641996,https://www.vsquareclinic.com/review/all-review/
ราชพฤกษ์ คลินิก,"356 ลา วิลล่า อารีย์ ถนนพหลโยธิน แขวงสามเสนใน Khwaeng Samsen Nai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",02 619 0479,13.779474,100.544396,
We Skin and Aesthetic Clinic,"49 Ram Inthra Road, Khwaeng Min Buri, Khet Min Buri, Krung Thep Maha Nakhon 10510, Thailand",02 517 7881,13.813026,100.698927,http://www.facebook.com/we.skinclinic/
ลัญจพรคลินิก Lanchaporn Aesthetic Clinic,"Sawai Kliang Khao Alley, Tambon Lat Sawai, Amphoe Lam Luk Ka, Chang Wat Pathum Thani 12150, Thailand",02 140 0809,13.9415203,100.6848237,https://www.facebook.com/lanchapornaestheticclinic/
Bajaree Aesthetic Clinic,"270/4 Rama IX Rd, Khwaeng Bang Kapi, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",096 829 3536,13.7535873,100.5748038,https://www.gowabi.com/th/provider/bajaree-aesthetic-clinic
Thonglor Happy Aesthetics Clinic,"26/1, Chani Residence, 13 ถนนทองหล่อ Khwaeng Khlong Tan Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",082 665 6454,13.7341149,100.5789256,https://www.thonglorhappy.com/
Nirunda International Aesthetic Clinic,"93/336 The Emporio Place, สุขุมวิท 24 Klonton, เขตคลองเตย กรุงเทพมหานคร 10110, Thailand",02 160 4191,13.7232876,100.5667577,https://nirundaclinic.com/
PYP Aesthetic Clinic,"1555/1 ถนนพหลโยธิน, สามเสนใน, พญาไท, Bangkok 10400, Thailand",099 635 5632,13.794113,100.549595,
The Clinic for Medical Aesthetics,"8085 Wayzata Blvd #110, Minneapolis, MN 55426, USA",(763) 205-4718,44.97158199999999,-93.3832353,http://theclinicmn.com/
Metro Bangkok Clinic | Aesthetic Treatments | Best Beauty Center in Bangkok Thailand,"Horizon Building, 8 Sukhumvit Soi 63 (Ekamai Road), phrakanong, Wattana, Bangkok 10110, Thailand",083 189 8931,13.721108,100.584712,https://www.metrobangkokclinic.com/
คลินิกผิวหนังบางจาก,"2000 Sukhumvit Rd, Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand",02 331 8817,13.6980721,100.6045354,http://www.lunlaa.com/th/shop/2903/
คลินิกผิวหนังวังแก้ว,"611/59-60 ถนน สุขสวัสดิ์ แขว บางปะกอก Khet Rat Burana, Krung Thep Maha Nakhon 10140, Thailand",02 428 9942,13.6777961,100.499299,
Dr. Ratthaporn Skin Clinic,"66/3 ซอย เทศบาลรังสรรเหนือ Khwaeng Wong Sawang, Khet Bang Sue, Krung Thep Maha Nakhon 10800, Thailand",095 485 3161,13.842459,100.541639,https://m.facebook.com/pages/category/Community/Rataporn-Dermatology-Clinic
คลินิกผิวหนังแพทย์วชิระ,"35/116 Soi Ratchadaphisek 32, Khwaeng Chan Kasem, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",02 930 5991,13.8192689,100.5794092,https://klaiklai.com/places/THPOI27811894/wachira-dermatological-clinic
Coffeyville Wound Center and Hyperbarics,"1400 W 14th St Suite 200, Coffeyville, KS 67337, USA",(620) 252-1173,37.029005,-95.63829989999999,http://crmcinc.org/
คลินิกผิวดีเมืองเอก,"300/55 - 56 ปากทางเข้า, พหลโยธิน 87 ตำบลคูคต อำเภอลำลูกกา ปทุมธานี 12130, Thailand",02 536 4545,13.968218,100.61648,
Dermasci Skin Clinic,"697/1-2 Tiwanon Rd, Bang Kraso, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi 11000, Thailand",085 552 3444,13.8749241,100.5157668,https://www.dermasciclinic.com/
Athena Clinic Bangkok,"1 อาคาร Life Center ชั้น 2 S Sathon Rd, Khwaeng Thung Maha Mek, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",02 677 7478,13.725578,100.544383,http://athenaclinicbangkok.com/th/about-us/
Gracia the private clinic Bangkok,"9 18 Panya Ram Intra Alley, Khwaeng Khan Na Yao, Khet Khan Na Yao, Krung Thep Maha Nakhon 10230, Thailand",094 598 9640,13.833784,100.6788813,https://www.facebook.com/graciatheprivateclinic/
Jasmin Korean Facial Spa (BTS Pleonchit),"BTS Pleonchit Exit 4 Pleonchit Center bd. 1st fl., next to Marriott Hotel Sukhumvit, ซอย 2 แขวง คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110, Thailand",02 656 9949,13.7422612,100.5514797,https://jasminfacialspa.business.site/?utm_source=gmb&utm_medium=referral
Radiance Skin Care Studio,"1520 Ramblewood Dr, East Lansing, MI 48823, USA",(517) 258-2417,42.75794969999999,-84.50391379999999,http://www.radianceskinstudio.com/
BSL Clinic ( Bangkok Skin and Laser Center),"30/8 Saladaeng Rd., Silom, Bangrak, Bangkok 10500, Thailand",02 235 8858,13.728089,100.536026,http://www.bangkokaestheticclinic.com/
Pewdee Clinic,"RM# 240, 2 floor, Siam Paragon, 991 ถนน พระรามที่ ๑ แขวง ปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330, Thailand",087 371 3255,13.7474375,100.5343244,http://www.pewdeeclinic.com/
ผิวดีคลีนิค (สาขาพาราไดซ์พาร์ค),"3 Srinagarindra Rd, Khwaeng Nong Bon, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand",02 780 2364,13.687713,100.647493,http://www.pewdeeclinic.com/
MEGA CLINIC เมกะคลินิก ชั้น9 เซ็นทรัลลาดพร้าว,"ชั้น9 เซ็นทรัลลาดพร้าว (BTS ห้าแยกลาดพร้าว exit1 / MRT พหลโยธิน exit3, แขวง จตุจักร เขตจตุจักร กรุงเทพมหานคร 10900, Thailand",082 545 9222,13.816373,100.5611076,https://facecook.com/megaclinic
"Hutchinson Clinic, PA","2101 N Waldron St, Hutchinson, KS 67502, USA",(620) 669-2500,38.0774938,-97.8958062,http://www.hutchclinic.com/
VNA Health Care,"801 Villa St, Elgin, IL 60120, USA",(847) 717-6455,42.027092,-88.2596245,http://www.vnahealth.com/
Siam Loft Clinic (สยาม ลอฟท์ คลินิก),"เลขที่ 430/37-38 ถนนพระราม 1 สยามบายพาส (ชั้น 2) เหนือกรุงเทพจักษุคลินิก Siam Square Soi 7, Khwaeng Pathum Wan, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",02 252 6618,13.744386,100.533076,http://www.siamloftclinic.com/
Amed Clinic Silom,"68/1 ถนนสีลม อาคารดวงทิพย์ สุริยวงศ์ บางรัก Krung Thep Maha Nakhon 10500, Thailand",02 266 9968,13.7284894,100.5331542,https://www.amedclinic.com/
gangnamclinic,"เลขที่ 180 Rama I Rd, Khwaeng Pathum Wan, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",090 665 3616,13.7460019,100.5313742,https://www.กังนัมคลินิก.com/
CU Clinic ซียูคลินิก สาขากรุงเทพ,"141 12 Chok Chai 4 Rd, Khwaeng Saphansong, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand",063 913 6262,13.7978287,100.5951655,
Cameo Dental Specialists,"7603 W North Ave, River Forest, IL 60305, USA",(708) 456-7787,41.9084735,-87.81575869999999,https://www.cameods.com/p/oral-surgeon-Chicago-IL-River-Forest-p25867.asp
Ess Clinic เสริมจมูก เสริมคาง ปากกระจับ ตาสองชั้น โดยทีมแพทย์ กรุงเทพ,"1968 Phahonyothin Rd, Lat Yao, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",089 644 1101,13.833663,100.572245,http://www.essthailand.com/
Texas MedClinic,"12319 N Mopac Expy, Austin, TX 78758, USA",(512) 835-5577,30.41637339999999,-97.70461279999999,http://www.texasmedclinic.com/
Mercy Clinic Plastic and Reconstructive Surgery - Fort Smith,"2717 S 74th St, Fort Smith, AR 72903, USA",(479) 573-3799,35.3557613,-94.34795969999999,https://www.mercy.net/practice/mercy-clinic-plastic-and-reconstructive-surgery-fort-smith?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=Central&utm_content=website
Naravee Aesthetic Clinic,"16 Udomsuk 30 Sukhumvit 103 Rd, Khwaeng Bang Na, Khet Bang Na, Krung Thep Maha Nakhon 10260, Thailand",091 442 2888,13.6760981,100.6233479,https://www.naraveeplasticsurgery.com/
คลินิก บางกอกศัลยกรรม,"59/469 พระราม 2 ซอย 52 Khwaeng Samae Dam, Khet Bang Khun Thian, Krung Thep Maha Nakhon 10150, Thailand",02 895 6565,13.6628416,100.4386396,http://www.bcsclinic.com/
CU Clinic ซียูคลินิก สาขากรุงเทพ,"141 12 Chok Chai 4 Rd, Khwaeng Saphansong, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand",063 913 6262,13.7978287,100.5951655,
The Vogue Clinic CLUB กรุงเทพ สุขุมวิท เสริมจมูก ฉีดไขมันหน้าเด็ก หน้าเรียว,"5, 5 ซอย พร้อมมิตร Khlong Toei Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",091 093 6999,13.736894,100.5738722,http://www.thevogueclinic.com/
BB Clinic Thonglor คลินิกศัลยกรรมตกแต่งสไตล์เกาหลี,"87/5 ชั้น 3, ซอย ทองหล่อ 13 แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",02 185 2900,13.7339059,100.5809634,http://www.bbbeautycenter.com/
Elite Medical Care,"3336 E 32nd St, Tulsa, OK 74135, USA",(918) 742-4900,36.1167133,-95.9385355,http://www.elitemedicalclinic.com/
Marvel Cosmetic Surgery,"329 18th Ave N, Nashville, TN 37203, USA",(615) 329-3900,36.1573432,-86.7996538,http://cosmeticsurgeonnashville.com/
คลินิกทำนม เสริมหน้าอก Are Beaute Clinic,"167 , 169 ถนน วัชรพล Khwaeng Tha Raeng, Khet Bang Khen, Krung Thep Maha Nakhon 10230, Thailand",02 945 4851,13.8589127,100.6456916,http://artebeauteclinic.com/
ทำนม เสริมหน้าอก ทำหน้าอกสวย ทำที่ไหนดี ทำนม เสริมนม เคล็ดลับศัลยกรรม เกาหลี,"155/58 นวมินทร์ 111 ถนน นวมินทร์ 111 คลองกุ่ม บึงกุ่ม Krung Thep Maha Nakhon 10240, Thailand",02 945 4851,13.811157,100.637178,http://www.artebeauteclinic.com/
Dental Art Clinic,"1512 N Elmhurst Rd, Mt Prospect, IL 60056, USA",(847) 590-5200,42.0948155,-87.9369622,https://mydentalart.com/
Dermaster Clinic,"342 Soi Sukhumvit 63, Klongtun Nua Sub-District Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",02 714 4471,13.7345415,100.5879514,https://dermaster-thailand.com/
CT clinic CT Clinic เสริมหน้าอก เสริมจมูก ตาสองชั้น เสริมคาง,"คอนโดมิเนียม M society ตึกc เเจ้งวัฒนะ -เมืองทองธานี, ตำบลบ้านใหม่ อำเภอปากเกร็ด นนทบุรี 11120, Thailand",062 942 9289,13.9152303,100.54011,https://www.facebook.com/ctclinic88/
Dr.Sine Clinic Ratchayothin เสริมจมูก ตาสองชั้น ปากกระจับ เสริมหน้าอก ความงาม และผิวพรรณ,"1176 10 Sana Nikhom 1 Soi 24 Yaek 2, จันทรเกษม Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",090 962 9628,13.8333608,100.5851689,http://www.doctorsineclinic.com/
๋Jarem clinic เสริมหน้าอก กล้ามเนื้อตาอ่อนแรง,"21/98 Royal City Avenue อาคาร D Soi Phetchaburi 47, บางกะปิ Khet Huai Khwang, Krung Thep Maha Nakhon 10320, Thailand",091 782 0606,13.7500067,100.5769681,https://www.jaremclinic.com/
Dr.Sine clinic ศรีนครินทร์ เสริมจมูก ตาสองชั้น ปากกระจับ เสริมหน้าอก ความงาม และผิวพรรณ,"99/4 หมู่บ้านรอยัลนครินทร์ สุภาพงษ์ 5 ซอย ศรีนครินทร์42 หนองบอน ประเวศ Krung Thep Maha Nakhon 10250, Thailand",02 330 8133,13.690346,100.639333,https://www.facebook.com/Dr.sineclinic/
Real Clinic คลินิกเสริมความงาม ฟิลเลอร์ Hifu ปรับรูปหน้า,"25 Lat Phrao 91 Alley, Khwaeng Khlong Chaokhunsing, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand",093 187 9614,13.7848168,100.6202897,http://www.realclinicthailand.com/
The East Clinic เสริมจมูก filler ฟิลเลอร์ ฉีดผิว เลเซอร์ HIFU ทรีทเมนท์,"85 รัตนาธิเบศน์ 1-3 Ratchaphruek Rd, Tambon Bang Rak Noi, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi 11000, Thailand",093 449 3692,13.8868769,100.4500895,http://www.theeastclinic.com/
V Won Clinic วีวอนคลินิก - โบท็อกซ์ ฟิลเลอร์ ร้อยไหม ปรับหน้าเรียว ผิวขาวใส โบท็อก Botox Filler HIFU,"80/155, ตำบล เสาธงหิน อำเภอบางใหญ่ นนทบุรี 11140, Thailand",064 793 5422,13.8779088,100.4090158,https://vwonclinic.com/
คลินิกหมอแบงค์ สาขาปิ่นเกล้า เสริมจมูก คาง ตาสองชั้น Botox Filler HIFU,"1, 88 Borommaratchachonnani Rd, Bang Bumru, Bang Phlat, Krung Thep Maha Nakhon 10700, Thailand",096 686 6968,13.7756495,100.4794551,https://web.facebook.com/pg/DOCTORBANKPINKLAO
Sowon clinic Botox Filler ร้อยไหม HIFU ปรับรูปหน้า โบท็อกซ์ ฟิลเลอร์ ที่ไหนดี,"410, 95-96 Ratchadaphisek 22 Alley, Khwaeng Samsen Nok, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",097 207 3296,13.7973884,100.5755644,https://www.facebook.com/Facial-Design-by-DrKook-2145624719061596/
V Line Cosmetic Clinic,"801 W Huntington Dr, Arcadia, CA 91007, USA",(626) 701-2888,34.1319709,-118.0563041,http://www.vlineclinicusa.com/
The Clover Clinic บางนา thermage ulthera ร้อยไหม ฟิลเลอร์,"589/77 ชั้น 14 อาคารเซ็นทรัลซิตี้ทาวเวอร์ เซ็นทรัลบางนา บางนา Krung Thep Maha Nakhon 10260, Thailand",090 909 3547,13.668526,100.634045,http://www.thecloverskinclinic.com/
The Clover Clinic สยามสแควร์วัน thermage ulthera ร้อยไหม ฟิลเลอร์,"Unit #SS 6026, 388 Rama I Rd, Khwaeng Pathum Wan, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",092 761 1931,13.7449334,100.5339557,http://www.thecloverskinclinic.com/
บีเอสแอลคลินิก รักษาสิว รักษาฝ้า ยกกระชับ Filler Botox Ulthera,"30/8 Saladaeng Rd., Silom, Bangrak, Bangkok 10500, Thailand",,13.728089,100.536026,https://bangkokaestheticclinic.com/
